Number,Author,Title,Pages,Class Number,Class Name,Quarter,Year,Descriptors,Location
2510,Miller, Autumn A.,Call type stability of J-pod killer whales (Orcinus orca) in the San Juan Islands,14-28,Zoology 498|Fisheries 492,Field Methods in Marine Mammalogy,Spring,2003,Orcinus orca,Lime Kiln Point, San Juan Island
2511,Huntington, Brittany,Surface time intervals in southern resident killer whales (Orcinus orca) off San Juan Islands, Washington,54-64,Zoology 498|Fisheries 492,Field Methods in Marine Mammalogy,Spring,2003,Orcinus orca,Haro Strait|Lime Kiln Point, San Juan Island
2512,Barron, Jennifer,Killer whale (Orcinus orca) respiration rate:influence of boat numbers,65-74,Zoology 498|Fisheries 492,Field Methods in Marine Mammalogy,Spring,2003,Orncinus orca,Lime Kiln Point, San Juan Island|San Juan Island
2513,Heydenreich, Erin,Movement patterns of a southern resident pod of killer whales (Orcinus orca) in greater Puget Sound,75-96,Zoology 498|Fisheries 492,Field Methods in Marine Mammalogy,Spring,2003,Orcinus orca,Puget Sound
2514,Hauser, Donna D.,Seasonal habitat use, including areas of pod overlap and specialization, by southern resident killer whales (Orcinus orca) in Washington State and British Columbia,96-111,Zoology 498|Fisheries 492,Field Methods in Marine Mammalogy,Spring,2003,Orcinus orca,Salish Sea|Puget Sound
2515,Califf, Katy,Photo-identification analysis of offshore killer whales (Orcinus orca) in Haro Strait,112-121,Zoology 498|Fisheries 492,Field Methods in Marine Mammalogy,Spring,2003,Orcinus orca,Haro Strait
2516,McGinnis, Leslie A.,The Effects of boat noise on the vocalization density and diversity of southern resident killer whales (Orcinus orca) in Haro Strait,122-133,Zoology 498|Fisheries 492,Field Methods in Marine Mammalogy,Spring,2003,Orcinus orca,Haro Strait|Lime Kiln Point, San Juan Island
2517,Jobe, Jordan,Strobilation in Aurelia aurita: hormonal induction and cellular aspects,1-26,Zoology 498,Developmental endocrinology of arthropod embryogenesis,Spring,2003,Aurelia aurita"Jensens Marina, San Juan Island"
2518,Zumwalt, Kari,Detection, cloning and sequencing of the Broad-Complex gene of the barnacle Balanus nubilus,27-40,Zoology 498,Developmental endocrinology of arthropod embryogenesis,Spring,2003,Balanus nubilis,Friday Harbor Laboratories|San Juan Channel
2519,Chea, Helen,A Comparison of the effects of juvenile hormones on the embryogenesis of Thermobia domestica and Apohyale pugettensis,41-63,Zoology 498,Developmental endocrinology of arthropod embryogenesis,Spring,2003,Thermobia domestica|Apohyale pugettensis,
2520,Roberts, Brock,Exogenous juvenile hormone application reveal no embryonic effect on the direct developing crustacean, Apohyale pugettensis,64-86,Zoology 498,Developmental endocrinology of arthropod embryogenesis,Spring,2003,Apohyale pugettensis,Friday Harbor Laboratories
2521,Chee, Christopher A.,Effects of methyl farnesoate and methoprene in barnacle cyprid larvae and in embryos of the barnacle, Balanus nubilus,87-98,Zoology 498,Developmental endocrinology of arthropod embryogenesis,Spring,2003,Balanus nubilis,San Juan Channel|Friday Harbor Laboratories
2522,Pacheco, Cristina,The Effects of methyl farnesoate and JH-III in embryonic and post-embryonic development of Oncopeltus fasciatus,99-114,Zoology 498,Developmental endocrinology of arthropod embryogenesis,Spring,2003,Oncopeltus fasciatus,
2523,Louk, Rachelle,Effects of desiccation, temperature spikes, and UV exposure on Pacific herring (Clupea pallasi) larvae,115-129,Zoology 498,Developmental endocrinology of arthropod embryogenesis,Spring,2003,Clupea pallasi,Point Whitehorn, Washington
2524,Andras, Jason,The Ancestral role of the mesoderm specification gene Twist in cnidarian development,1-8,Zoology 536b,Evolution and Development of the Metazoans,Summer,2003,,
2525,Brown, Frederico,Vasa expression and germ cells in solitary and colonial ascidians,9-17,Zoology 536b,Evolution and Development of the Metazoans,Summer,2003,Boltenia villosa|Botrylloides violaceus"Jensens Marina, San Juan Island|Roche Harbor, San Juan Island"
2526,Farray, Marta Diaz-Valdes,Phylogeny of tunicata: a review,18-28,Zoology 536b,Evolution and Development of the Metazoans,Summer,2003,,San Juan Island
2527,Donaldson, Martina,An Exploration of the mechanism for allorecognition in botryllid ascidians,29-37,Zoology 536b,Evolution and Development of the Metazoans,Summer,2003,Botrylloides violaceus,Roche Harbor, San Juan Island
2528,Eaves, Alexandra,Where in the world do mollusc germ cells come from?,38-46,Zoology 536b,Evolution and Development of the Metazoans,Summer,2003,Tectura persona|Chlamys hastata,Lime Kiln Point, San Juan Island|Cattle Point, San Juan Island
2529,Elliott, Glen,Expression pattern of EmH-3 during the development of a juvenile freshwater sponge Ephydatia muelleri (Porifera),47-57,Zoology 536b,Evolution and Development of the Metazoans,Summer,2003,Ephydatia muelleri,
2530,Hoch, J. Matt,Evolution, development and morphology of Brachionus plicatilis,58-69,Zoology 536b,Evolution and Development of the Metazoans,Summer,2003,Brachionus plicatilis,
2531"ODonnell, Brigid C"Hox genes in cnidarians and implications for body plan evolution,70-80,Zoology 536b,Evolution and Development of the Metazoans,Summer,2003,Metridium|Urticina|Anthopleura elegantissima|Aequorea victoria|Ptilosarcus gurneyi|Stomphia|Nematostella vectensis|Gersemia rubiformis|Allopora porphyra|Stylaster porphyra|Gonionemus vertens|Clytia gregaria|Cyanea capillata|Aurelia aurita,Friday Harbor Laboratories
2532,Rychel, Amanda L.,Cloning and expression of a group E sox gene in Ciona savignyi,81-94,Zoology 536b,Evolution and Development of the Metazoans,Summer,2003,Ciona savignyi,
2533,Silva, Joann Zanol"Is there vasa in the polychaete Nereis vexillosa Grube, 1851 (Nereididae, Annelida)?We still dont know."95-102,Zoology 536b,Evolution and Development of the Metazoans,Summer,2003,Nereis vexillosa,Cattle Point, San Juan Island
2534,Snoke, Meg,The Role of even-skipped in cnidarians:neural or anterior-posterior speciation?,103-114,Zoology 536b,Evolution and Development of the Metazoans,Summer,2003,Anthopleura elegatissima|Phialidium gregarium,Cattle Point, San Juan Island|Friday Harbor Laboratories
2535,White, Michael,The Molluscan riddle:a hunt for vasa and germ cell origin,115-123,Zoology 536b,Evolution and Development of the Metazoans,Summer,2003,Chlamys hastata|Anisodoris nobilis|Mopalia muscosa|Tectura persona,
2536,Toran, Marcos,Effect of marine protected areas in the San Juan Channel, WA on large predatory fish,1-10,Zoology 498,Ecological Responses to Closed Fishing Zones,Fall,2003,Sebastes caurinus|Sebastes emphaeus|Sebastes maliger|Hexagrammos decagrammus|Ophiodon elongates|Scorpaenichthys marmoratus,Shady Cove, San Juan Island|Point George, Shaw Island
2537,Griffiths, Jennifer,Ecological effects of marine protected areas:soft sediment infaunal response to recreational clam digging in the San Juan Channel,11-28,Zoology 498,498,Fall,2003,Protothaca staminea,Argyle Creek, San Juan Island|English Camp, San Juan Island|Spencer Spit, Lopez Island|Reid Harbor, Stuart Island|Shaw Island
2538,Newsom, Amanda,Reserve effects on abundance and predator susceptibility of native and invasive littleneck clams in San Juan County,29-45,Zoology 498,Ecological Responses to Closed Fishing Zones,Fall,2003,Venerupis philippinarum|Protothaca staminea,Shaw Island Reserve|English Camp, San Juan Island|Argyle Creek, San Juan Island|Stuart Island|Mud Bay, Lopez Island|Spencer Spit, Lopez Island|East Sound, Orcas Island
2539,Turner, Kevin R.,Indirect effects of marine reserves on several species of snails, small crabs and scallops in San Juan Channel, Washington,46-78,Zoology 498,Ecological Responses to Closed Fishing Zones,fall,2003,Amphissa|Trichotropis|Nucella|Calliostoma|Chlamys|Scyra acutifrons|Oregonia gracilis,Point George, Shaw Island|Shady Cove, San Juan Island|Eagle Point, San Juan Island|Neck Point, Shaw Island
2540,Selgrath, Jennifer C.,Indirect effects of marine reserve status on abundance of small, cryptic reef fish and shrimps, San Juan Channel, WA,79-85,Zoology 498,Ecological Responses to Closed Fishing Zones,Fall,2003,Pandalus danae|Jordania zonope|Artedius harringtoni,Shady Cove, San Juan Island|Point George, Shaw Island
2541,Lunstrom, Abby M.,Responses of sea urchins (Strongylocentrotus franciscanus) and shrimp (Pandalus danae and Heptacarpus kincaidi) to increasing predatory fish densities in marine protected areas in the San Juan Channel, Washington,86-105,Zoology 498,Ecological Responses to Closed Fishing Zones,Fall,2003,Pandalus danae|Heptacarpus kincaidi|Strongylocentrotus franciscanus,Shady Cove, San Juan Island|Point George, Shaw Island|Yellow Island
2542,Brand, Emily J.,Modeling the ecosystem-level effects of marine protected area policies in the San Juan Channel,106-117,Zoology 498,Ecological Responses to Closed Fishing Zones,Fall,2003,,San Juan Channel
2543,Harm, Jessica,Effects of marine reserves on densities and body size of sea stars, Henricia, Pycnopodia, and Evasterias, and the sea cucumber, Parastichopus californicus, in San Juan, Washington,118-135,Zoology 498,Ecological Responses to Closed Fishing Zones,Fall,2003,Henricia leviuscula|Pycnopodia helianthoides|Parastichopus californicus|Evasterias troschelii,Shady Cove, San Juan Island|Point George, Shaw Island|Yellow Island
2544,Lyons, Courtney,Relative rates of predation on the scallops Chlamys rubida and C. hastata and the urchins Strongylocentrotus droebachiensis and S. pallidus inside and outside of marine reserves in the San Juan Island Archipelago, WA, USA,136-153,Zoology 498,Ecological Responses to Closed Fishing Zones,Fall,2003,Chlamys rubida|Chlamys hastata|Strongylocentrotus droebachiensis|Strongylocentrotus pallidus,Point George, Shaw Island|Neck Point, Shaw Island|Jones Island|Yellow Island|Shady Cove, San Juan Island|Dock Point, San Juan Island
2545,Smith, Shannon S.,Relative predation pressure of different sized predators inside and outside marine reserves:a caged tethering experiment,154-171,Zoology 498,Ecological Responses to Closed Fishing Zones,Fall,2003,,Shady Cove, San Juan Island|Point George, Shaw Island|Yellow Island|Dock Point, San Juan Island|Neck Point, Shaw Island|Jones Island
2546,Glaub, Amy,Physical and biological factors limiting the invasion of a non-native clam to marine reserve and non-reserve areas in the San Juan Archipelago, Washington,172-192,Zoology 498,Ecological Responses to Closed Fishing Zones,Fall,2003,Nuttallia obscurata,Echo Bay, Sucia Island|Argyle Bay, San Juan Island|East Sound, Orcas Island|Spencer Spit, Lopez Island|English Camp, San Juan Island|Guthrie Cove, Orcas Island|Argyle Creek, San Juan Island|Shoal Bay, Lopez Island|Parks Bay, Shaw Island|Jackson Beach, San Juan Island|Turn Island|Odlin Park, Lopez Island|Squaw Bay, Shaw Island
2547,Carlson, Leah M.,Effects of marine protected areas on populations of generalist predators in the San Juan Islands,193-216,Zoology 498,Ecological Responses to Closed Fishing Zones,Fall,2003,,Shady Cove, San Juan Island|Dock Point, San Juan Island|Turn Island|Point George, Shaw Island|Neck Point, Shaw Island|Yellow Island
2548,Dwyer, Timothy R.,Population genetic subdivision in the tidepool sculpin (Oligocottus maculosus) in the San Juan Islands, Washington,1-12,ZOO 499G,Marine Molecular Ecology,Spring,2004,Oligocottus maculosis|sculpin,San Juan Islands
2549,Lingwood, Portia M|Goodsell, Todd|Chamberlin, Josh,Molecular identification of rockfish larvae (Sebastes caurinus and S. maliger) in the San Juan Archipelago,12-34,Zoology 499G,Marine Molecular Ecology,Spring,2004,Sebastes caurinus|Sebastes maliger,San Juan Islands
2550,Peterson, Karen L.,Cyanobacterial strain classification in the Northwest Straits,35-43,Zoology 499G,Marine Molecular Ecology,Spring,2004,cyanobacteria|Synechococcus,
2551,Plough, Louis,A genetic analysis of surf smelt (Hypomesus pretiosus) population structure in the Northwest Straits region, WA,44-53,Zoology 499G,Marine Molecular Ecology,Spring,2004,Hypomesus pretiosus|pacific surf smelt,
2552,Porter, Kimberly,Genetic structure in the behaviorally variable sea slug, Tritonia diomedea, in the coastal waters of Washington,54-60,Zoology 499G,Marine Molecular Ecology,Spring,2004,Tritonia diomedea|sea slug,
2553,Porter, Stephanie,Regaining larval feeding from a non-feeding ancestral state? A molecular analysis of serpulid polychaete phylogeny,61-70,Zoology 499G,Marine Molecular Ecology,Spring,2004,larvae|polychaete|Serpulidae,
2554,Selgrath, Jennifer C.,Genetic variation of Pacific sand lance (Ammodytes hexapterus) populations in the San Juan Islands and Puget Sound,71-83,Zoology 499G,Marine Molecular Ecology,Spring,2004,Pacific sand lance|Ammodytes hexapterus,San Juan Islands|Puget Sound
2555,White, Tom A.,Sperm precedence and hybridization frequencies between the sympatric sea urchin species Strongylocentrotus droebachiensis and S. pallidus,84-93,Zoology 499G,Marine Molecular Ecology,Spring,2004,Strongylocentrotus droebachiensis|Strongylocentrotus pallidus,
2556,Gregory, Jerry,Evaluation of a gastric lavage procedure and preliminary diet analysis for lingcod (Ophiodon elongatus),1-16,Fish 492,Undergraduate Apprenticeship in Marine Fish Ecology,Spring,2004,Ophiodon elongatus,
2557,Hannan, Kristin,Determination of gastric evacuation rate in immature spiny dogfish, Squalus acanthias,17-34,Fish 492,Undergraduate Apprenticeship in Marine Fish Ecology,Spring,2004,Squalus acanthias,
2558,Ireland, Kathy,Chromatic action spectrum and threshold feeding in adult Pacific sand lance, Ammodytes hexapterus, exposed to white light,35-48,Fish 492,Undergraduate Apprenticeship in Marine Fish Ecology,Spring,2004,Ammodytes hexapterus,
2559,Tagliaferro, Marina,Comparison of habitat, macrofauna density and fish length within and outside marine protected areas using a remotely operated vehicle,49-96,Fish 492,Undergraduate Apprenticeship in Marine Fish Ecology,Spring,2004,,
2560,Norheim, Mia,Factors affecting distribution of hexagrammid larvae near Friday Harbor, WA,97-114,Fish 492,Undergraduate Apprenticeship in Marine Fish Ecology,Spring,2004,Hexagrammos decagrammus|Oxylebius pictus,Friday Harbor
2561,Chamberlin, Josh|Goodsell, Todd|Lingwood, Portia,Systematics and distribution of pelagic larval rockfish (Sebastes maliger and Sebastes caurinus) in the San Juan Archipelago,115-152,Fish 492,Undergraduate Apprenticeship in Marine Fish Ecology,Spring,2004,Sebastes maliger|Sebastes caurinus,San Juan Islands
2562,Carter, Jackie,Population estimates for the tidepool sculpin (Oligocottus maculosus) and resulting genetic implications for San Juan Island populations,153-170,Fish 492,Undergraduate Apprenticeship in Marine Fish Ecology,Spring,2004,Oligocottus maculosus,San Juan Island
2563,Kiyohara, Kelly,Oligocottus maculosus: a habitat analysis for three sites on San Juan Island, Washington,171-185,Fish 492,Undergraduate Apprenticeship in Marine Fish Ecology,Spring,2004,Oligocottus maculosus,San Juan Island
2564,Bogh, Laura,Multiple functions of the dorsal swim interneurons in Tritonia diomedea,1-5,Biology 499f,From Neurons to Behavior: Comparative Neurobiology of Marine Invertebrates,Fall,2004,Tritonia diomedea,
2565,Roley, Roddy|Ture, Oliver,Identification of nitric oxide producing neurons in several nudibranchs,6-19,Biology 499f,From neurons to behavior: Comparative neurobiology of marine invertebrates,Spring,2004,Tritonia diomedea,
2566,Larson, Tracy,The search for clock neurons in brachyuran crustaceans,20-29,Biology 499f,From neurons to behavior: Comparative neurobiology of marine invertebrates,Spring,2004,Brachyuran,
2567,Le, Vi,Potential circadian neuromodulators in Cancer productus,30-36,Biology 499f,From neurons to behavior: Comparative neurobiology of marine invertebrates,Spring,2004,Cancer productus,
